mileage,tax,mpg,engineSize,price
266,150,34.9,2.0,30500
14992,150,55.4,1.4,14900
20541,150,50.4,2.0,22800
11698,150,39.8,3.0,32500
2369,150,38.2,2.0,35900
2455,150,52.3,1.6,22900
3258,150,38.2,2.0,35900
1000,145,47.1,2.0,30000
1000,145,50.4,2.0,38000
1000,145,50.4,2.0,30000
3300,150,40.9,2.0,22900
27618,30,70.6,1.4,16000
2000,145,33.6,3.0,58000
1000,145,33.2,3.0,52000
2000,145,30.7,2.0,38000
8560,145,51.4,1.4,18900
1000,145,35.8,3.0,60000
1000,145,47.1,2.0,32500
1000,145,40.9,1.5,25000
1000,145,47.1,2.0,31000
1000,145,39.8,3.0,44000
100,145,52.3,1.6,26500
1000,145,42.2,2.0,25500
1000,145,42.2,2.0,25500
5000,145,47.1,2.0,26500
1000,145,40.9,1.5,30000
7899,150,52.3,1.4,22800
40184,150,60.1,2.0,24900
1000,145,38.2,2.0,34000
3000,145,42.8,2.0,26000
1000,145,38.2,2.0,34000
1000,145,42.8,2.0,26000
2000,145,37.2,2.0,32000
2000,145,39.8,1.5,31000
2839,145,34.9,2.0,31900
1000,145,39.2,2.0,24000
9577,145,47.9,2.0,31000
6273,145,38.2,2.0,35500
1000,145,38.2,2.0,25000
5027,145,38.2,2.0,34000
1000,145,47.1,2.0,30000
6596,145,47.1,2.0,28000
4272,145,51.4,1.6,19700
5374,145,37.7,2.0,28500
38461,30,56.5,1.4,13400
10897,150,42.2,1.5,23500
27560,150,67.3,1.0,12500
2061,150,42.2,1.5,22500
20185,20,61.4,1.4,14200
10950,150,54.3,1.5,18900
12727,150,51.4,1.4,18900
1000,150,51.4,1.0,18500
38882,30,56.5,1.4,17800
16437,150,47.9,1.4,23700
25105,145,56.5,2.0,23900
37670,145,49.6,1.4,18500
2672,145,42.2,1.5,21200
13178,145,32.8,3.0,44500
2000,145,40.9,1.5,25000
2000,145,38.2,2.0,37000
1000,145,39.8,2.0,29500
1000,145,42.8,2.0,26000
1000,145,49.6,1.6,21500
1000,145,38.2,2.0,34000
1284,145,39.8,2.0,29950
1484,145,51.4,1.6,22950
3484,145,51.4,2.0,29950
41193,145,54.3,1.4,17950
8867,145,36.2,2.0,42450
13449,145,43.5,3.0,31850
18315,145,50.4,1.4,19950
26316,145,47.9,1.4,19950
53065,30,61.4,2.0,14950
55449,160,52.3,3.0,22450
27196,30,62.8,2.0,19750
20559,145,50.4,1.4,19950
26436,200,40.4,2.0,19450
28987,200,40.4,2.0,21950
24319,145,47.9,1.4,19950
27800,125,58.9,3.0,20950
42300,30,57.6,1.4,15490
22226,200,40.4,2.0,20994
34066,30,67.3,2.0,15989
17019,30,64.2,2.0,16999
25344,200,39.8,2.0,23950
57700,30,61.4,2.0,16450
43988,20,60.1,1.4,11850
3198,145,49.6,1.6,20950
2583,145,51.4,1.6,19950
2155,145,51.4,1.6,23950
4195,145,47.9,1.6,22450
2445,145,49.6,1.6,20850
5484,145,44.1,2.0,38950
5450,145,47.1,2.0,32850
14051,145,36.2,3.0,41850
13856,145,32.8,3.0,56950
6602,145,34.9,2.0,31950
8130,145,67.3,2.0,25950
11751,145,34.5,3.0,47850
28,145,44.8,1.5,20450
44,145,44.8,1.5,20450
78,145,47.1,2.0,27450
480,145,39.8,2.0,29950
1000,145,44.1,1.0,21450
21000,145,52.3,3.0,26000
56586,200,47.1,2.0,17700
42829,300,34.0,2.5,32850
6100,145,32.1,2.0,31950
4840,145,44.8,2.0,27950
7975,145,39.2,2.0,21950
9097,145,45.6,2.0,25950
12195,145,33.2,3.0,54950
10618,145,47.9,2.0,36950
16500,145,38.7,2.0,22450
2983,145,44.8,1.5,20490
74478,200,47.1,2.0,12000
40683,125,53.3,1.4,11500
19365,20,60.1,1.4,16000
33460,145,58.9,2.0,23400
28249,145,32.5,2.9,42500
34128,330,29.7,4.0,30000
40795,0,74.3,1.6,11600
20478,145,54.3,1.4,18750
21146,200,47.1,2.0,25350
5229,145,50.4,1.4,24350
6521,145,31.7,2.0,30790
2742,145,44.8,1.5,21990
1620,145,44.8,1.5,22490
1501,145,44.8,1.5,22490
547,145,44.8,1.5,22790
9685,145,38.2,2.0,31490
2580,145,50.4,2.0,22890
6337,145,34.9,2.0,32850
26396,200,47.1,2.0,25350
12447,145,56.5,2.0,26995
27141,200,47.1,2.0,21950
11349,30,57.6,1.4,14450
31997,200,47.9,3.0,32450
22224,145,56.5,2.0,25990
38122,145,52.3,2.0,17650
13051,150,29.4,4.0,56950
7606,145,33.6,3.0,57970
2200,145,49.6,1.6,20750
2868,145,49.6,1.6,19980
1898,145,40.4,3.0,41995
42550,145,47.9,1.4,17490
15813,145,42.2,1.5,21750
14120,145,38.2,2.0,31250
18053,200,47.1,2.0,24800
38221,145,38.7,3.0,24450
11717,145,33.2,3.0,45500
6150,145,50.4,2.0,26995
50,145,33.6,3.0,46850
3450,145,33.2,3.0,46500
8177,145,51.4,2.0,23495
7062,145,49.6,1.6,17995
4775,145,49.6,1.6,21000
1547,145,55.4,2.0,32500
6032,145,38.7,2.0,26495
2288,145,40.9,1.5,26495
3848,145,40.9,1.5,25250
3974,145,42.8,2.0,26500
826,145,40.4,3.0,42500
8566,145,38.2,2.0,33500
3860,145,50.4,2.0,33995
29102,20,68.9,2.0,15999
36461,0,156.9,3.0,37999
29747,30,62.8,2.0,17599
10413,145,62.8,2.0,20799
4392,145,32.1,2.0,35995
50506,20,60.1,1.4,10995
47776,0,76.3,1.6,10250
7450,145,52.3,1.6,19500
5235,145,47.9,2.0,31500
9480,145,47.9,1.4,21995
24000,150,39.2,2.0,19995
21658,0,67.3,1.0,10795
32390,125,58.9,2.0,17950
54697,30,65.7,2.0,15489
27170,200,40.9,2.0,25995
20,145,47.9,2.0,34995
29838,200,40.4,2.0,21495
4084,145,40.9,1.5,23495
2620,150,52.3,1.6,18990
291,150,46.3,1.5,18990
38555,20,60.1,1.4,12995
22104,30,57.6,1.4,13795
12500,145,38.2,2.0,29980
5024,145,47.1,1.0,21750
50,145,33.6,3.0,42500
6840,145,39.8,1.5,29980
3911,145,45.6,2.0,35995
9967,145,42.2,1.5,22990
4054,145,44.8,2.0,33950
4980,145,38.2,2.0,33950
31299,125,61.4,3.0,21950
39990,30,61.4,2.0,18995
29041,150,61.4,2.0,19995
40525,165,50.4,2.0,19490
28988,150,47.9,1.4,21995
19311,150,51.4,1.4,19995
32565,150,49.6,1.4,19995
9801,150,40.9,2.0,22495
8750,150,40.9,2.0,22495
4000,145,48.7,2.0,25500
5117,145,45.6,2.0,37000
3797,145,50.4,2.0,26500
2369,145,22.6,5.2,116000
27266,200,47.1,2.0,22450
54549,0,72.4,2.0,12450
4847,145,40.4,2.0,26450
27838,150,34.0,3.0,36490
35852,150,47.9,1.4,20995
14291,150,39.8,1.5,26490
7769,145,37.7,2.0,28500
7499,145,40.9,1.5,26000
1000,145,47.9,2.0,31500
18486,0,176.6,1.4,18900
8417,145,38.2,2.0,35500
38367,30,61.4,2.0,18900
35233,200,42.2,2.0,20750
33761,145,70.6,1.6,12750
9000,145,39.8,2.0,26990
7441,145,52.3,1.4,22950
5804,145,51.4,2.0,23940
5556,145,38.2,2.0,26990
8799,145,42.2,1.5,24990
3272,145,55.4,2.0,21990
6042,145,33.2,2.0,29950
9181,145,48.7,2.0,25450
5824,145,39.2,2.0,30950
6107,145,39.2,2.0,30950
6621,145,47.1,2.0,28450
4500,145,47.1,2.0,34450
38513,300,39.2,4.0,47450
21134,145,52.3,3.0,25450
15308,145,55.4,1.0,17950
6612,145,32.1,2.0,36990
8186,145,32.1,2.0,34990
69,145,62.8,2.0,26940
15887,145,39.2,4.0,59450
9406,145,51.4,2.0,21950
1154,145,38.2,2.0,32790
5212,145,49.6,2.0,26990
6721,145,47.1,2.0,28450
8206,145,32.8,3.0,51950
10492,145,33.6,3.0,41750
8000,145,38.2,2.0,35990
2500,145,52.3,1.6,23450
7000,145,47.1,2.0,32990
2500,145,42.2,1.5,27450
1600,145,40.9,2.0,30995
48792,125,58.9,2.0,15450
31075,125,56.5,2.0,15750
26701,30,58.9,1.4,16950
2500,145,37.7,3.0,43990
768,145,32.8,3.0,62900
4502,145,44.8,2.0,28750
10443,145,40.4,2.0,33450
2900,145,44.8,2.0,40990
6575,145,52.3,1.6,22450
19379,145,49.6,1.4,18350
7753,145,31.7,2.0,31490
11020,145,31.7,2.0,29950
9140,145,38.2,2.0,32950
5291,145,39.2,2.0,30900
1000,145,47.9,2.0,26000
1000,145,39.2,2.0,23000
1000,145,33.2,2.0,30500
17771,30,61.4,2.0,19750
23966,145,56.5,2.0,25450
2915,145,49.6,1.6,20995
21585,145,40.9,2.0,27450
1364,145,33.2,3.0,54995
1600,145,33.2,3.0,54950
1432,145,39.8,2.0,27990
1500,145,39.2,2.0,30990
34022,145,56.5,2.0,18950
33297,145,58.9,2.0,22750
1600,145,40.9,2.0,29950
2204,145,40.9,1.5,25420
107,145,42.8,2.0,26990
57000,200,47.9,3.0,29990
28500,20,70.6,2.0,16990
2950,145,34.9,2.0,32490
1000,145,37.7,2.0,32500
1000,145,33.6,3.0,45000
1000,145,33.6,3.0,54500
5000,145,48.7,2.0,26000
6939,145,40.4,2.0,26500
1297,145,38.2,2.0,33500
5000,145,40.9,1.5,24990
20500,150,47.9,1.4,20450
8251,150,50.4,2.0,23950
26953,145,52.3,1.4,17490
38235,145,55.4,2.0,19490
4620,150,34.5,2.0,33250
4094,150,42.8,1.5,22490
53894,165,49.6,2.0,16490
22639,165,48.7,3.0,30495
64049,150,56.5,2.0,18990
3717,145,51.4,1.6,23995
7076,145,36.2,3.0,44990
34235,145,64.2,2.0,18250
6105,150,50.4,2.0,23990
15226,125,57.6,2.0,19495
86999,125,57.6,2.0,8295
10500,150,60.1,1.0,18450
23500,165,50.4,2.0,20450
22500,150,47.9,1.0,14750
30000,240,42.2,3.0,33950
29500,150,55.4,1.0,16450
2500,150,44.1,1.0,21450
62500,0,80.7,1.6,9450
4879,150,38.2,2.0,31950
21114,20,60.1,1.0,13490
7617,150,42.2,1.5,21990
15342,150,38.2,2.0,30895
4000,150,30.7,2.5,49900
75142,30,57.6,1.4,8990
8100,150,52.3,1.4,18990
1000,145,33.6,3.0,54000
6612,145,50.4,2.0,26500
9898,145,32.8,3.0,47000
10949,145,38.2,2.0,33000
5000,145,50.4,2.0,24500
3238,145,37.2,1.5,34800
10628,145,38.2,2.0,36500
25158,125,50.4,2.0,16900
2963,145,44.8,1.5,22500
11687,145,42.2,1.5,21900
12697,145,32.8,3.0,44500
20000,150,67.3,2.0,16990
15534,30,58.9,1.4,13490
67000,125,60.1,2.0,10990
46000,20,67.3,2.0,15900
5000,145,39.8,2.0,26900
5000,145,40.4,2.0,27900
5000,145,33.6,3.0,46990
31000,150,55.4,1.0,15900
15000,150,47.9,1.4,20490
6119,150,31.7,2.0,30790
318,150,33.2,2.0,32490
2813,150,44.8,1.5,22490
25000,145,50.4,1.4,19450
19158,30,57.6,1.4,14995
8933,145,51.4,2.0,26500
5542,145,38.2,2.0,34000
4418,145,48.7,2.0,23900
3794,145,45.6,2.0,31900
6109,145,50.4,2.0,26500
5492,145,38.2,2.0,34000
3258,145,49.6,2.0,25400
2552,145,50.4,2.0,23490
52821,260,35.8,2.0,22950
6227,145,33.2,3.0,59950
3500,145,40.4,3.0,45950
43601,20,67.3,2.0,15990
15000,150,50.4,2.0,26900
49459,305,34.9,2.5,28500
48250,205,47.9,2.0,13495
35252,205,40.4,2.0,19900
14782,150,47.1,1.8,16490
1000,145,49.6,1.6,25500
241,145,40.9,2.0,28800
18101,145,47.9,1.4,19900
3007,145,34.5,2.0,32500
5000,145,40.9,2.0,29990
5000,145,39.8,1.5,27990
4876,145,52.3,1.6,23950
3193,145,49.6,1.6,21950
6985,145,51.4,1.6,22950
7100,145,40.9,1.5,24990
60270,160,44.1,2.0,20990
8800,145,39.8,1.5,26900
100,145,49.6,1.6,23990
7077,145,30.1,4.0,67900
5000,145,40.4,2.0,27900
5000,145,32.1,2.0,36990
1489,145,51.4,1.6,21890
11128,145,39.8,2.0,29250
7500,145,47.9,2.0,28990
1000,145,29.7,2.9,63950
6001,145,55.4,2.0,31490
2346,145,50.4,2.0,24990
43288,145,53.3,2.0,13310
45793,260,36.7,2.0,14500
3189,145,44.1,1.5,22500
10224,145,38.2,2.0,36900
4641,145,34.9,2.0,29900
8253,145,47.1,1.0,21300
23382,30,60.1,2.0,16900
14000,145,67.3,1.0,12900
3000,145,40.9,1.5,24990
3350,145,33.2,2.0,30495
3338,145,40.9,1.5,24990
5000,145,47.1,2.0,32990
5214,145,40.9,2.0,26990
4042,145,38.2,2.0,35950
5000,145,44.8,1.6,27990
5937,145,38.2,2.0,39950
30275,205,42.2,2.0,16900
4551,150,40.9,1.5,27900
31597,30,57.6,1.4,13400
4520,145,43.5,1.5,22690
2221,145,44.8,1.5,22490
2469,150,29.7,2.9,56400
6777,150,42.2,1.5,23490
5894,150,30.1,2.5,37900
31525,30,55.4,1.4,13900
11259,145,55.4,1.4,19490
32525,20,70.6,2.0,13295
27923,145,56.5,2.0,25950
1493,145,35.3,2.0,27750
8499,145,48.7,2.0,24990
1000,145,32.1,2.0,32950
5000,145,39.8,2.0,29950
100,145,55.4,2.0,22450
8362,145,39.8,2.0,23900
11844,145,39.2,2.0,29990
1000,145,47.9,2.0,26490
5400,145,52.3,1.6,22490
13442,125,52.3,1.4,12990
35292,165,50.4,2.0,18995
35500,20,60.1,1.0,11995
19886,150,50.4,1.4,19695
21072,30,70.6,1.4,14895
11861,30,57.6,1.4,16947
60431,160,53.3,2.0,16267
37252,300,39.2,3.0,24500
3061,145,39.8,1.5,27900
11831,145,47.9,1.4,23495
21774,30,58.9,1.4,16495
9333,145,37.7,2.0,30000
17289,150,55.4,2.0,27900
1529,150,52.3,1.6,23900
33200,150,55.4,2.0,22500
41034,200,47.9,2.0,17500
22122,145,74.3,1.6,16300
17315,145,32.1,3.0,53900
42574,20,60.1,1.4,13500
2867,145,51.4,2.0,25900
5669,145,42.2,1.5,23500
5401,145,36.2,2.0,43990
3953,145,46.3,1.6,23490
5000,145,40.9,2.0,29290
5000,145,32.1,2.0,31990
5000,145,39.8,2.0,23490
4023,145,50.4,2.0,22990
25800,150,67.3,1.0,11950
4500,150,34.5,2.0,32499
29747,30,62.8,2.0,17599
5000,145,51.4,1.6,21500
6207,145,34.5,2.0,30950
6123,145,34.5,2.0,32490
5171,145,34.5,2.0,32490
4256,145,33.2,2.0,26700
31450,30,55.4,1.4,13800
24200,145,54.3,1.5,17400
22000,145,47.9,1.4,20900
13078,145,67.3,2.0,15000
10900,145,54.3,1.4,17700
17693,145,52.3,3.0,29900
26612,145,39.2,4.0,50000
8394,145,47.9,2.0,26800
500,145,49.6,2.0,25500
14618,200,47.1,2.0,23695
61287,200,47.9,3.0,28500
7476,145,33.2,3.0,41000
24059,160,52.3,2.0,18995
31574,200,42.8,1.8,18900
31169,145,65.7,2.0,21400
35000,30,56.5,1.4,17900
45454,30,56.5,1.4,12800
5014,145,50.4,1.0,21490
9946,145,42.2,1.5,22490
47887,30,56.5,1.4,12995
14401,145,31.7,2.0,29950
38270,125,58.9,2.0,22000
46987,260,41.5,3.0,23900
10172,570,24.8,5.2,79900
36461,0,156.9,3.0,34999
29399,145,50.4,2.0,17612
18300,145,74.3,2.0,15950
18000,145,32.8,3.0,45950
31800,145,39.2,4.0,45450
7500,145,33.2,3.0,43990
6500,145,55.4,1.4,15490
14504,145,34.0,3.0,36400
1863,145,40.9,2.0,22500
12958,145,52.3,3.0,29900
38000,30,64.2,2.0,11900
36780,30,65.7,2.0,17400
5000,145,43.5,1.5,23495
16235,145,54.3,1.4,19400
12139,145,38.2,2.0,33900
2442,145,51.4,1.6,21900
28112,150,57.6,1.4,13745
22796,150,42.2,2.0,22945
20396,150,48.7,1.8,16245
20863,30,70.6,1.4,16950
741,145,49.6,1.6,20000
4158,145,40.9,1.5,26000
3204,145,40.9,1.5,26000
6497,145,38.7,2.0,26500
18804,145,47.9,1.4,21495
39659,145,61.4,2.0,15995
500,145,37.7,2.0,30000
9357,145,40.4,2.0,28500
2411,145,39.2,2.0,24000
500,145,37.2,2.0,36500
500,145,49.6,2.0,27500
35700,125,52.3,1.4,10700
27898,150,40.4,2.0,28900
29898,20,60.1,1.4,16900
5900,150,33.2,3.0,43700
14585,150,29.7,2.5,46990
45202,125,50.4,1.4,14900
4157,145,49.6,1.6,21600
2142,145,39.2,2.0,25000
4577,145,51.4,1.6,21800
33121,150,40.4,2.0,24445
2011,145,49.6,1.6,20000
20887,145,52.3,1.4,18900
2879,145,33.2,2.0,28400
9706,145,52.3,1.4,21995
14468,145,52.3,3.0,29900
1849,145,52.3,1.6,22200
2047,145,48.7,2.0,26700
3119,145,38.2,2.0,31000
8301,145,40.4,2.0,33445
5152,145,32.1,2.0,35945
35847,145,55.4,2.0,27245
5472,145,55.4,2.0,23800
4337,145,51.4,1.4,19495
27838,145,49.6,1.4,18495
3150,145,38.2,1.5,28790
2414,145,38.2,2.0,35290
6420,145,50.4,2.0,25000
39889,160,48.7,3.0,31495
21572,150,43.5,2.0,25400
1261,145,34.5,2.0,32400
1201,145,46.3,1.6,28900
8684,145,50.4,1.4,20945
10372,145,39.8,2.0,27490
28542,150,47.9,3.0,34995
10312,150,51.4,3.0,27995
33295,150,52.3,2.0,19945
12245,150,49.6,1.4,20745
3701,150,40.9,2.0,20950
262,150,33.2,2.0,33990
288,150,34.9,2.0,31490
8877,150,42.2,1.5,24490
8908,150,67.3,1.0,14245
15655,150,53.3,2.0,22945
5844,150,40.4,2.0,21445
5489,145,32.8,3.0,46400
3904,145,40.4,2.0,27400
924,145,40.9,2.0,30900
828,145,46.3,2.0,30900
8022,145,39.2,2.0,21700
2183,145,39.8,1.5,36900
1964,145,40.4,3.0,40900
8503,145,37.2,2.0,35200
500,145,40.9,1.5,25200
36542,205,47.9,3.0,34795
3694,145,33.2,2.0,29900
9161,145,33.2,2.0,30500
4288,145,39.8,1.5,27900
4303,145,32.1,2.0,31200
5906,145,34.5,2.0,29500
500,145,40.4,2.0,27200
500,145,50.4,2.0,25500
4904,145,47.9,2.0,28200
6243,145,32.5,3.0,53945
1425,145,38.7,2.0,23490
5000,145,47.1,2.0,29945
5000,145,50.4,2.0,28945
18682,200,39.8,2.0,22990
26890,145,47.9,3.0,37450
19921,145,42.2,2.0,21490
22488,0,67.3,1.0,12990
17914,145,47.9,1.4,20745
11065,145,38.2,2.0,31290
3000,145,39.8,2.0,33990
5000,145,39.8,3.0,46490
3000,145,33.2,3.0,66950
3000,145,40.9,1.5,24490
3000,145,40.4,2.0,27250
3000,145,40.9,2.0,21000
5000,145,37.7,3.0,41890
10594,145,31.7,2.0,29490
3000,145,38.2,2.0,40945
29794,145,47.9,1.4,20990
3000,145,32.1,2.0,37450
5500,145,40.9,3.0,45490
6000,145,50.4,2.0,27485
4500,145,48.7,2.0,24245
3000,145,44.8,1.0,23250
3000,145,44.8,1.0,23250
3000,145,40.4,2.0,32990
39018,145,53.3,2.0,14745
9108,145,29.7,2.9,55450
5000,145,39.8,2.0,31990
7000,145,48.7,2.0,24389
13458,150,56.5,1.4,16970
52600,150,70.6,2.0,19970
5614,150,38.2,2.0,34470
2346,150,50.4,2.0,24970
3000,145,47.1,2.0,35845
2200,145,50.4,2.0,35945
11586,145,32.8,3.0,51990
40063,200,47.1,2.0,21440
6093,145,33.2,2.0,28945
5000,145,38.2,2.0,28990
9151,145,34.0,2.0,39490
34000,145,61.4,2.0,20970
215,145,34.5,3.0,51970
51663,125,50.4,1.4,16970
7126,150,50.4,2.0,29950
23840,145,50.4,1.4,18000
19000,150,55.4,1.4,14290
18630,145,32.5,2.9,41970
3000,145,39.2,2.0,34990
3000,145,44.8,1.5,24490
5476,145,31.0,2.0,38990
1015,145,37.7,2.0,29970
8815,145,51.4,2.0,27470
1015,150,34.5,2.0,29970
7987,150,34.9,2.0,30470
6315,145,50.4,2.0,26970
33178,205,47.9,2.0,14970
6191,150,40.9,2.0,21470
4977,150,40.9,2.0,21470
8275,150,44.8,2.0,32970
9683,150,38.2,2.0,31470
5415,145,40.4,2.0,24970
37730,150,47.1,1.8,16970
5089,150,38.2,2.0,31470
50100,30,64.2,2.0,15470
3515,150,44.8,1.5,22970
13500,30,57.6,1.4,11470
3399,150,42.2,1.5,22470
9588,150,42.2,1.5,23970
7341,150,42.2,1.5,22270
1124,150,44.8,1.5,22470
972,150,48.7,2.0,26450
9390,150,33.2,3.0,42970
7203,150,55.4,2.0,32970
701,150,50.4,2.0,30470
14668,145,38.2,2.0,30970
7015,145,39.8,2.0,26970
1962,145,31.4,2.0,32970
12350,145,47.9,2.0,27970
5015,150,53.3,1.6,21970
3015,150,44.8,1.0,22970
2015,150,40.9,2.0,28970
5515,150,35.3,2.0,29970
3515,150,54.3,3.0,28970
2015,150,31.4,2.0,32970
1015,150,40.9,1.5,29970
4915,150,40.9,2.0,31470
14815,150,54.3,1.5,17970
5815,145,33.6,3.0,41970
4015,145,48.7,2.0,31970
5000,145,39.8,2.0,23970
5015,145,38.2,2.0,32970
3215,145,38.7,2.0,26470
5015,145,50.4,2.0,23970
7500,145,50.4,3.0,37970
12603,145,32.1,3.0,53870
5415,145,33.6,3.0,55970
5658,150,38.2,3.0,36450
9991,150,32.8,3.0,62950
3135,150,44.8,1.5,22950
30985,160,48.7,3.0,29950
28450,145,47.9,1.4,20950
21357,150,55.4,2.0,28970
28797,240,42.8,3.0,29470
8911,145,38.2,2.0,34970
19097,145,49.6,1.4,22470
100,145,33.6,3.0,42970
3700,145,39.2,3.0,43970
9515,145,55.4,1.4,16970
7815,145,47.9,1.6,21970
4515,145,33.2,2.0,26970
515,145,37.7,3.0,42470
4515,145,40.9,1.5,24970
6615,145,47.9,2.0,31970
8838,145,48.7,2.0,26970
4715,145,40.9,1.5,24970
6015,145,40.9,1.5,24970
8475,150,52.3,1.4,19450
29500,150,47.9,1.4,21950
7508,150,42.2,1.5,24450
6763,150,34.5,2.0,33950
4945,150,36.7,2.0,33950
4322,150,32.1,2.0,38450
2451,150,32.1,2.0,29950
2888,150,44.8,1.5,25990
9503,150,32.5,3.0,54950
7230,150,41.5,1.5,24450
5015,145,49.6,1.6,20470
6015,145,47.9,2.0,28470
6722,145,39.2,2.0,22470
815,145,37.2,2.0,30970
2803,145,42.2,1.5,26450
8078,145,47.1,1.0,22450
1427,145,40.9,1.5,27450
2060,145,44.8,1.5,22950
22216,150,54.3,1.4,20950
10500,150,38.2,3.0,34950
2146,150,50.4,3.0,36950
6063,150,47.1,1.0,22450
5515,145,38.2,2.0,32970
11922,145,47.9,2.0,30470
2050,145,37.7,2.0,29970
14768,145,31.7,2.0,28970
28392,30,60.1,2.0,14970
26882,145,52.3,2.0,19970
1145,145,44.8,1.5,22950
3241,150,47.1,1.0,22450
1183,150,43.5,1.5,24450
1147,150,40.9,1.5,26950
5268,145,39.2,2.0,24950
19638,150,52.3,1.4,18950
6857,145,51.4,1.6,23950
1870,145,44.8,1.0,24450
31608,145,47.9,1.4,20450
25574,235,37.7,2.0,25950
1844,145,31.7,2.0,32950
1916,145,32.8,3.0,48450
250,145,40.4,2.0,30650
2777,145,40.9,2.0,27950
10767,145,42.8,2.0,23450
25111,145,51.4,2.0,19950
2888,145,51.4,1.6,19950
4741,145,33.2,3.0,52450
30000,145,34.0,3.0,37950
5572,145,31.7,2.0,30950
10217,145,42.2,1.5,22450
4460,145,34.5,2.0,33450
6125,145,33.2,3.0,49950
30851,200,42.8,2.0,19950
4155,145,33.2,2.0,27950
2611,145,33.2,2.0,29790
6502,145,38.2,2.0,36990
4500,145,38.2,2.0,36490
5122,145,37.2,2.0,29950
3584,145,49.6,2.0,27950
6935,145,33.6,3.0,42950
4507,145,34.5,3.0,47950
20672,145,50.4,3.0,35950
2866,145,39.8,2.0,28950
8450,145,33.6,3.0,58450
2085,145,38.2,2.0,26990
22405,145,53.3,3.0,23745
21177,145,52.3,1.4,21745
19035,145,56.5,2.0,26790
5695,145,34.0,2.0,36990
18557,145,50.4,1.4,19750
36910,125,49.6,2.0,17945
1938,145,47.1,1.0,22950
6745,145,47.1,1.0,22950
9330,145,47.9,2.0,30950
2308,145,34.5,2.0,32950
38650,20,60.1,1.0,14750
54114,125,57.6,2.0,16900
16755,145,52.3,1.4,19900
33916,150,40.9,2.0,25495
35000,20,70.6,2.0,15950
2888,150,44.8,1.5,25950
2888,150,39.2,1.5,36950
2888,150,44.8,1.5,24950
8500,150,54.3,1.4,20950
27685,165,43.5,2.0,19950
17856,20,60.1,1.4,14695
4900,145,43.5,1.5,25950
8679,145,34.9,2.0,28950
8226,145,56.5,1.5,22950
36813,300,39.2,4.0,46950
2000,145,39.8,3.0,42900
3596,145,50.4,2.0,32750
26979,145,39.2,4.0,49900
5330,145,39.2,4.0,56900
7329,145,39.2,2.0,30900
8850,145,44.1,2.0,31500
2581,145,39.2,2.0,25900
1500,145,55.4,2.0,26500
1500,145,42.2,1.5,26500
1500,145,33.2,3.0,56900
9121,145,34.9,2.0,36950
3861,145,41.5,1.5,25750
40674,125,61.4,3.0,20200
6098,145,50.4,3.0,37900
9058,145,62.8,2.0,19900
150,145,53.3,2.0,28900
4564,145,34.5,3.0,48750
39424,145,55.4,1.0,16900
7500,145,47.9,2.0,31500
4000,145,32.1,2.0,35750
4909,145,51.4,1.6,21750
6500,145,34.9,2.0,30750
1501,145,42.8,2.0,29750
5808,145,39.2,2.0,32500
1553,145,40.9,1.5,26500
2000,145,38.2,2.0,38750
500,135,117.7,2.0,43900
30008,145,48.7,1.4,20495
37350,20,60.1,1.4,13995
27209,30,56.5,1.2,14500
35080,0,74.3,2.0,14250
58386,200,40.4,2.0,15900
2888,145,40.9,1.5,26450
6012,145,51.4,1.6,21900
41206,125,57.6,2.0,17352
65375,30,70.6,1.4,13551
24472,150,43.5,2.0,23981
6000,145,51.4,2.0,21900
2888,145,40.4,2.0,29950
2888,145,39.8,2.0,29950
2888,145,40.4,2.0,27950
16000,145,33.6,3.0,41950
21400,145,60.1,1.0,16450
19980,145,29.4,4.0,51950
5401,145,39.2,2.0,31100
9076,145,45.6,2.0,27900
7601,145,37.7,2.0,26250
12236,145,39.8,1.5,25250
4797,145,39.2,2.0,22750
11286,145,42.8,1.5,19900
8012,145,45.6,2.0,32900
6647,145,46.3,2.0,24900
42203,20,60.1,1.4,13295
26,145,32.1,2.0,39900
4601,145,51.4,2.0,24250
2200,145,39.8,1.5,26750
1793,145,40.9,2.0,28595
9756,145,45.6,2.0,31750
4896,145,50.4,2.0,35900
27306,125,61.4,2.0,15945
28241,145,38.2,3.0,27895
27272,200,42.8,1.8,19445
5485,145,35.8,2.0,29900
9391,145,39.8,2.0,25895
14850,145,39.8,2.0,24990
16583,145,48.7,2.0,21495
11548,145,50.4,2.0,21395
5092,145,40.4,2.0,33795
3249,145,32.1,2.0,35295
12464,145,34.9,2.0,28795
7943,145,42.8,2.0,23295
30085,145,38.7,3.0,24895
22855,125,57.6,2.0,20445
7601,145,38.2,2.0,31490
7836,145,42.2,1.5,21690
9021,150,40.9,2.0,21495
6501,150,40.9,2.0,21495
26974,145,40.4,2.0,29850
3143,145,32.1,2.0,36845
4888,145,32.1,2.0,37440
14794,145,40.4,2.0,29745
9598,145,32.1,2.0,36450
21248,145,55.4,2.0,26945
3000,145,32.1,2.0,34990
7533,145,32.1,2.0,35245
4000,145,47.1,2.0,28895
22653,145,64.2,1.0,13400
6000,145,36.2,2.0,44450
16828,200,47.9,3.0,34750
4799,145,34.9,2.0,30990
84,145,38.2,2.0,32790
1954,145,44.8,1.5,22490
3669,145,32.1,2.0,32750
37236,160,44.1,2.0,19400
25100,145,43.5,2.0,26450
